participant_id,content_language,finished_study,study_name,aesthetics,thinking,colorage,data_bored,data_compare,data_fun,data_science,data_selfLearn,bored_median_colorage,compare_median_colorage,fun_median_colorage,science_median_colorage,selfLearn_median_colorage,data_wasBoring,wasBoring_reversed,data_wasEnjoyable,data_wasFun,data_wasInteresting,boring_lowExtreme,boring_highExtreme,enjoyable_lowExtreme,enjoyable_highExtreme,fun_lowExtreme,fun_highExtreme,interesting_lowExtreme,interesting_highExtreme,totalExtremes,variance_noReverse,std_imi,isStdImi0,variance_reverse,AttentionCheck,AttentionCheck_binary,IntrinsicMotivation,data_comments,satisficing,average_ABS_rating_diff,average_rating_diff,num_correctAns,overall_score,retake,retake 2,age,gender,ip_country,ip_city,multinational,father,mother,education,normal vision,country0,years0,country1,country2,country3,country4,country5,years1,years2,years3,years4,years5,lang0,lang1,lang2,lang3,lang4,lang5,lang6,fluency1,fluency2,fluency3,fluency4,fluency5,fluency6,urban,web_usage,profession,id,cvd,screen,normalvision,time_stamp,ctry6,user_agent,timestamp,timestamp_page_load,timestamp_motivation_1,timestamp_motivation_1_inDays,timestamp_motivation_date,timestamp_motivation_2,elapsedTime,timestamp_demographics,timestamp_lighting1,predicted_age,abs_diff_ages,diff-ages
35691,en,1,analytic_test_2,0,1,0,3,4,5,2,4,0,1,1,0,0,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,1,4.266666667,0,1,4,,,,,,6,0,first/missing,49,1,Belgium,Sint-Genesius-Rode,0,Belgium,Belgium,college,,Belgium,49,,,,,,0,0,0,0,0,Dutch,,,,,,,0,0,0,0,0,0,,,,,,,0,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/601.7.7 (KHTML, like Gecko) Version/9.1.2 Safari/601.7.7",08/18/2016 11:23 AM,08/18/2016 11:17 AM,1.47154E+12,17031.76276,01/01/1970 4:43:52 AM,1.47154E+12,306070,,,,,
35692,en,1,analytic_test_2,0,1,0,4,3,4,4,4,1,0,0,0,0,3,5,4,4,3,0,0,0,0,0,0,0,0,0,0.333333333,0.577350269,0,4.488888889,1.333333333,0,4,,,,,,3,0,first/missing,22,1,Canada,Duncan,0,Canada,Canada,college,,Canada,22,,,,,,0,0,0,0,0,English,,,,,,,0,0,0,0,0,0,,,,,,,0,,,"Mozilla/5.0 (Linux; Android 6.0.1; STV100-3 Build/MMB29M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.81 Mobile Safari/537.36",08/18/2016 12:11 PM,08/18/2016 11:52 AM,1.47155E+12,17031.79517,01/01/1970 4:43:52 AM,1.47155E+12,380691,,,,,
35693,en,1,analytic_test_2,0,1,0,3,4,4,4,4,0,1,0,0,0,4,4,4,5,4,0,0,0,0,0,0,0,0,0,0.25,0.5,0,4.9,0.333333333,1,4.25,,,,,,-5,0,first/missing,28,1,Netherlands,Utrecht,0,Netherlands,Netherlands,professional school,,Netherlands,28,,,,,,0,0,0,0,0,Dutch,,,,,,,0,0,0,0,0,0,,,,,,,0,,,"Mozilla/5.0 (iPhone; CPU iPhone OS 9_2 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Version/9.0 Mobile/13C75 Safari/601.1",08/18/2016 2:10 PM,08/18/2016 2:04 PM,1.47155E+12,17031.87891,01/01/1970 4:43:52 AM,1.47155E+12,305321,,,,,
35694,en,1,analytic_test_2,0,1,0,4,4,3,4,5,1,1,0,0,1,2,6,3,4,5,0,0,0,0,0,0,0,0,0,1.666666667,1.290994449,0,5.955555556,2,0,4.5,,,,,,13,0,first/missing,16,0,Romania,Sibiu,1,Romania,Romania,high school,,United Kingdom,6,Romania,,,,,10,0,0,0,0,Romanian,,,,,,,0,0,0,0,0,0,,,,,,,0,,,"Mozilla/5.0 (Linux; Android 6.0.1; ONEPLUS A3003 Build/MMB29M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.98 Mobile Safari/537.36",08/18/2016 3:14 PM,08/18/2016 3:06 PM,1.47156E+12,17031.92228,01/01/1970 4:43:52 AM,1.47156E+12,391032,,,,,
35695,en,1,analytic_test_2,0,1,0,3,4,4,4,4,0,1,0,0,0,3,5,4,5,4,0,0,0,0,0,0,0,0,0,0.666666667,0.816496581,0,5.511111111,0.666666667,1,4.5,,,,,,-9,0,first/missing,35,1,United States,Fort Collins,1,United States,United States,graduate school,,United States,29,,,,,,0,0,0,0,0,English,,,,,,,0,0,0,0,0,0,,,,,,,0,,,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:47.0) Gecko/20100101 Firefox/47.0,08/18/2016 4:04 PM,08/18/2016 3:56 PM,1.47156E+12,17031.95631,01/01/1970 4:43:52 AM,1.47156E+12,455904,,,,,
35696,pt,1,analytic_test_2,0,1,0,3,1,1,1,3,0,0,0,0,0,2,6,1,1,1,0,0,1,0,1,0,1,0,3,0.25,0.5,0,3.211111111,5,0,2.25,,,,,,12,0,first/missing,29,1,Brazil,Belo Horizonte,1,Brazil,Brazil,graduate school,,Brazil,28,France,,,,,1,0,0,0,0,Portuguese,,,,,,,0,0,0,0,0,0,,,,,,,0,,,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.130 Safari/537.36",08/18/2016 5:05 PM,08/18/2016 4:56 PM,1.47156E+12,17031.99834,01/01/1970 4:43:52 AM,1.47157E+12,453767,,,,,
35698,en,1,analytic_test_2,0,1,0,2,4,5,4,3,0,1,1,0,0,2,6,7,7,4,0,0,0,1,0,1,0,0,2,6,2.449489743,0,9.377777778,0,1,6,,,,,,-17,0,first/missing,23,0,United States,Lancaster,1,United States,Switzerland,high school,,Switzerland,6,United States,,,,,13,0,0,0,0,English,,,,,,,0,0,0,0,0,0,,,,,,,0,,,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.116 Safari/537.36",08/18/2016 7:22 PM,08/18/2016 7:15 PM,1.47157E+12,17032.09472,01/01/1970 4:43:52 AM,1.47157E+12,345624,,,,,
35699,en,1,analytic_test_2,0,1,0,4,5,4,3,5,1,1,0,0,1,3,5,5,5,4,0,0,0,0,0,0,0,0,0,0.916666667,0.957427108,0,6.1,0.333333333,1,4.75,,,,,,-4,0,first/missing,21,0,United States,Fairfield,0,United States,United States,college,,United States,21,,,,,,0,0,0,0,0,English,,,,,,,0,0,0,0,0,0,,,,,,,0,,,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.116 Safari/537.36",08/18/2016 7:27 PM,08/18/2016 7:16 PM,1.47157E+12,17032.09535,01/01/1970 4:43:52 AM,1.47157E+12,628020,,,,,
35700,en,1,analytic_test_2,0,1,0,,,,,,,,,,,3,5,4,4,4,0,0,0,0,0,0,0,0,0,0.25,0.5,0,4.9,1,0,4.25,,,,,,9,0,first/missing,29,1,Singapore,Singapore,1,United States,Nepal,graduate school,,Nepal,6,Hong Kong,Nepal,United States,Spain,,8,7,7,1,0,English,,,,,,,0,0,0,0,0,0,,,,,,,0,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/601.3.9 (KHTML, like Gecko) Version/9.0.2 Safari/601.3.9",08/18/2016 7:45 PM,08/18/2016 7:31 PM,1.47157E+12,17032.10974,01/01/1970 4:43:52 AM,1.47157E+12,438660,,,,,
35701,es,1,analytic_test_2,0,1,0,5,1,4,1,3,1,0,0,0,0,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,1,4.266666667,0,1,4,,,,,,2,0,first/missing,15,1,Mexico,Culiacán,0,Mexico,Mexico,high school,,Mexico,15,,,,,,0,0,0,0,0,Spanish,,,,,,,0,0,0,0,0,0,,,,,,,0,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.116 Safari/537.36",08/18/2016 8:33 PM,08/18/2016 8:26 PM,1.47158E+12,17032.14466,01/01/1970 4:43:52 AM,1.47158E+12,304512,,,,,
35702,en,1,analytic_test_2,0,1,0,2,4,5,2,5,0,1,1,0,1,1,7,5,4,3,1,0,0,0,0,0,0,0,1,2.916666667,1.707825128,0,6.666666667,3,0,4.75,,,,,,5,0,first/missing,21,1,United States,Hutto,1,,,,,United States,15,Mexico,,,,,6,0,0,0,0,Spanish,,,,,,,0,0,0,0,0,0,,,,,,,0,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/601.7.7 (KHTML, like Gecko) Version/9.1.2 Safari/601.7.7",08/18/2016 10:39 PM,08/18/2016 10:29 PM,1.47158E+12,17032.22993,01/01/1970 4:43:52 AM,1.47159E+12,473114,,,,,
35703,en,1,analytic_test_2,0,1,0,4,2,2,2,4,1,0,0,0,0,4,4,3,3,3,0,0,0,0,0,0,0,0,0,0.25,0.5,0,2.9,1,0,3.25,,,,,,10,0,first/missing,20,0,United States,Munster,0,,Germany,college,,United States,20,,,,,,0,0,0,0,0,English,,,,,,,0,0,0,0,0,0,,,,,,,0,,,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:47.0) Gecko/20100101 Firefox/47.0,08/18/2016 11:51 PM,08/18/2016 11:45 PM,1.47159E+12,17032.28236,01/01/1970 4:43:52 AM,1.47159E+12,298652,,,,,
35706,en,1,analytic_test_2,0,1,0,3,4,5,5,5,0,1,1,1,1,3,5,4,6,5,0,0,0,0,0,0,0,0,0,1.666666667,1.290994449,0,6.888888889,0,1,5,,,,,,-6,0,first/missing,33,1,United Kingdom,London,1,Hong Kong,Hong Kong,professional school,,United Kingdom,24,Hong Kong,,,,,9,0,0,0,0,English,Chinese,,,,,,4,0,0,0,0,0,,,,,,,0,,,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:34.0) Gecko/20100101 Firefox/34.0,08/19/2016 2:59 AM,08/19/2016 2:55 AM,1.4716E+12,17032.41373,01/01/1970 4:43:52 AM,1.4716E+12,240448,,,,,
35708,es,1,analytic_test_2,0,1,0,2,3,4,4,5,0,0,0,0,1,2,6,5,6,5,0,0,0,0,0,0,0,0,0,3,1.732050808,0,8.177777778,0.666666667,1,5.5,,,,,,6,0,first/missing,15,0,Argentina,Federal,0,,,,,Argentina,15,,,,,,0,0,0,0,0,Spanish,,,,,,,0,0,0,0,0,0,,,,,,,0,,,"Mozilla/5.0 (Linux; Android 6.0.1; D6653 Build/23.5.A.0.575) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.98 Mobile Safari/537.36",08/19/2016 4:54 AM,08/19/2016 4:28 AM,1.47161E+12,17032.47869,01/01/1970 4:43:52 AM,1.47161E+12,1521678,,,,,
35715,en,0,analytic_test_2,0,1,0,4,4,4,4,4,1,1,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,,,,0,,,2,,,,,,999,,first/missing,,,Hong Kong,Kowloon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mozilla/5.0 (iPad; CPU OS 9_3_1 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Version/9.0 Mobile/13E238 Safari/601.1",08/19/2016 5:51 AM,08/19/2016 5:50 AM,1.47161E+12,17032.53552,01/01/1970 4:43:53 AM,0,-1.47161E+12,,,,,
35717,en,0,analytic_test_2,0,1,0,3,4,4,4,5,0,1,0,0,1,,,,,,0,0,0,0,0,0,0,0,0,,,,0,,,2,,,,,,999,,first/missing,,,India,Delhi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mozilla/5.0 (Linux; Android 4.4.2; XT712 Build/KOT49H) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.94 Safari/537.36 OPR/37.0.2192.105088",08/19/2016 6:10 AM,08/19/2016 6:09 AM,1.47161E+12,17032.54864,01/01/1970 4:43:53 AM,0,-1.47161E+12,,,,,
35719,fr,1,analytic_test_2,0,1,0,5,2,3,1,2,1,0,0,0,0,2,6,3,2,3,0,0,0,0,0,0,0,0,0,0.333333333,0.577350269,0,4.266666667,3.333333333,0,3.5,,,,,,8,0,first/missing,16,1,France,Évry,0,Algeria,Guyana,high school,,France,16,,,,,,0,0,0,0,0,French,,,,,,,0,0,0,0,0,0,,,,,,,0,,,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.116 Safari/537.36",08/19/2016 7:19 AM,08/19/2016 7:16 AM,1.47162E+12,17032.59485,01/01/1970 4:43:53 AM,1.47162E+12,189476,,,,,
35720,en,1,analytic_test_2,0,1,0,2,1,3,3,5,0,0,0,0,1,2,6,5,5,4,0,0,0,0,0,0,0,0,0,2,1.414213562,0,6.888888889,1.333333333,0,5,,,,,,-9,0,first/missing,29,1,Belgium,Roeselare,0,Belgium,Belgium,graduate school,,Belgium,29,,,,,,0,0,0,0,0,Dutch,,,,,,,0,0,0,0,0,0,,,,,,,0,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.116 Safari/537.36",08/19/2016 7:29 AM,08/19/2016 7:23 AM,1.47162E+12,17032.59991,01/01/1970 4:43:53 AM,1.47162E+12,340016,,,,,
35724,en,1,analytic_test_2,0,1,0,4,3,5,4,5,1,0,1,0,1,1,7,6,6,7,1,0,0,0,0,0,0,1,2,7.333333333,2.708012802,0,10.9,0.666666667,1,6.5,,,,,,0,0,first/missing,25,1,United States,Seattle,0,United States,United States,college,,United States,25,,,,,,0,0,0,0,0,English,,,,,,,0,0,0,0,0,0,,,,,,,0,,,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.116 Safari/537.36",08/19/2016 8:28 AM,08/19/2016 8:24 AM,1.47162E+12,17032.64215,01/01/1970 4:43:53 AM,1.47162E+12,206923,,,,,
35726,en,1,analytic_test_2,0,1,0,2,1,4,3,5,0,0,0,0,1,3,5,3,3,4,0,0,0,0,0,0,0,0,0,0.25,0.5,0,4.055555556,1.666666667,0,3.75,,,,,,-12,0,first/missing,36,1,United States,Chicago,0,United States,United States,graduate school,,United States,36,,,,,,0,0,0,0,0,English,Spanish,,,,,,3,0,0,0,0,0,,,,,,,0,,,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.116 Safari/537.36",08/19/2016 10:59 AM,08/19/2016 10:50 AM,1.47163E+12,17032.74652,01/01/1970 4:43:53 AM,1.47163E+12,243612,,,,,
35728,en,1,analytic_test_2,0,1,0,4,1,5,4,3,1,0,1,0,0,4,4,5,3,3,0,0,0,0,0,0,0,0,0,0.916666667,0.957427108,0,4.055555556,0.333333333,1,3.75,,,,,,11,0,first/missing,14,1,United Kingdom,Slough,0,United Kingdom,United Kingdom,high school,,United Kingdom,14,,,,,,0,0,0,0,0,English,,,,,,,0,0,0,0,0,0,,,,,,,0,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36",08/19/2016 11:07 AM,08/19/2016 11:02 AM,1.47163E+12,17032.75197,01/01/1970 4:43:53 AM,1.47163E+12,256867,,,,,
35732,en,1,analytic_test_2,0,1,0,3,3,3,5,5,0,0,0,1,1,3,5,5,5,5,0,0,0,0,0,0,0,0,0,1,1,0,6.666666667,0,1,5,,,,,,3,0,first/missing,20,1,United States,South Bend,0,United States,United States,pre-high school,,United States,20,,,,,,0,0,0,0,0,English,,,,,,,0,0,0,0,0,0,,,,,,,0,,,"Mozilla/5.0 (X11; CrOS x86_64 8350.68.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.116 Safari/537.36",08/19/2016 12:53 PM,08/19/2016 12:48 PM,1.47164E+12,17032.82574,01/01/1970 4:43:53 AM,1.47164E+12,273831,,,,,
35736,en,1,analytic_test_2,0,1,0,1,4,3,3,5,0,1,0,0,1,3,5,4,5,4,0,0,0,0,0,0,0,0,0,0.666666667,0.816496581,0,5.511111111,0.666666667,1,4.5,,,,,,12,0,first/missing,38,1,United Kingdom,Liverpool,0,United Kingdom,United Kingdom,professional school,,United Kingdom,38,,,,,,0,0,0,0,0,English,,,,,,,0,0,0,0,0,0,,,,,,,0,,,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:48.0) Gecko/20100101 Firefox/48.0,08/19/2016 2:15 PM,08/19/2016 2:09 PM,1.47164E+12,17032.88255,01/01/1970 4:43:53 AM,1.47164E+12,294905,,,,,
35737,en,1,analytic_test_2,0,1,0,4,5,4,4,5,1,1,0,0,1,3,5,5,5,5,0,0,0,0,0,0,0,0,0,1,1,0,6.666666667,0,1,5,,,,,,-6,0,first/missing,24,1,Germany,Buerstadt,1,United States,Netherlands,PhD,,Germany,12,United States,,,,,12,0,0,0,0,English,,,,,,,0,0,0,0,0,0,,,,,,,0,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.116 Safari/537.36",08/19/2016 4:20 PM,08/19/2016 4:14 PM,1.47165E+12,17032.9689,01/01/1970 4:43:53 AM,1.47165E+12,313219,,,,,
35738,de,1,analytic_test_2,0,1,0,5,5,3,5,2,1,1,0,1,0,3,5,5,5,5,0,0,0,0,0,0,0,0,0,1,1,0,6.666666667,0,1,5,,,,,,14,0,first/missing,20,0,Germany,Germering,0,Austria,Germany,professional school,,Germany,20,,,,,,0,0,0,0,0,German,,,,,,,0,0,0,0,0,0,,,,,,,0,,,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:48.0) Gecko/20100101 Firefox/48.0,08/19/2016 5:07 PM,08/19/2016 4:55 PM,1.47165E+12,17032.99819,01/01/1970 4:43:53 AM,1.47165E+12,644883,,,,,
35739,en,1,analytic_test_2,0,1,0,3,2,4,4,4,0,0,0,0,0,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,1,4.266666667,0,1,4,,,,,,5,0,first/missing,24,1,United States,San Jose,0,Philippines,Philippines,college,,Philippines,24,,,,,,0,0,0,0,0,Other,,,,,,,0,0,0,0,0,0,,,,,,,0,,,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,08/19/2016 8:08 PM,08/19/2016 8:03 PM,1.47166E+12,17033.12766,01/01/1970 4:43:53 AM,1.47166E+12,277703,,,,,
35740,en,1,analytic_test_2,0,1,0,3,4,5,5,4,0,1,1,1,0,2,6,4,4,4,0,0,0,0,0,0,0,0,0,1,1,0,5.733333333,2,0,4.5,,,,,,-2,0,first/missing,41,1,Australia,Mosman,1,South Africa,United Kingdom,college,,Australia,3,South Africa,United Kingdom,,,,25,13,0,0,0,English,,,,,,,0,0,0,0,0,0,,,,,,,0,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.116 Safari/537.36",08/19/2016 8:19 PM,08/19/2016 8:12 PM,1.47166E+12,17033.1342,01/01/1970 4:43:53 AM,1.47166E+12,383858,,,,,
35741,en,1,analytic_test_2,0,1,0,1,5,5,5,5,0,1,1,1,1,3,5,5,6,6,0,0,0,0,0,0,0,0,0,2,1.414213562,0,8.177777778,0.666666667,1,5.5,,,,,,2,0,first/missing,26,1,Canada,Vancouver,1,Taiwan,Taiwan,graduate school,,Canada,7,Taiwan,,,,,19,0,0,0,0,Chinese,,,,,,,0,0,0,0,0,0,,,,,,,0,,,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.116 Safari/537.36",08/19/2016 11:11 PM,08/19/2016 11:02 PM,1.47167E+12,17033.25451,01/01/1970 4:43:53 AM,1.47167E+12,323106,,,,,
35744,en,1,analytic_test_2,0,1,0,4,1,4,2,5,1,0,0,0,1,2,6,7,7,5,0,0,0,1,0,1,0,0,2,5.583333333,2.362907813,0,9.788888889,0.333333333,1,6.25,,,,,,9,0,first/missing,17,1,Sweden,Vallentuna,0,Sweden,Sweden,high school,,Sweden,17,,,,,,0,0,0,0,0,Swedish,,,,,,,0,0,0,0,0,0,,,,,,,0,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36",08/20/2016 1:52 AM,08/20/2016 1:48 AM,1.47168E+12,17033.36717,01/01/1970 4:43:53 AM,1.47168E+12,238202,,,,,
35745,en,1,analytic_test_2,0,1,0,3,5,5,3,5,0,1,1,0,1,4,4,2,4,4,0,0,0,0,0,0,0,0,0,1,1,0,3.6,0.666666667,1,3.5,,,,,,6,0,first/missing,18,1,United States,Colorado Springs,0,,,,,United States,18,,,,,,0,0,0,0,0,English,,,,,,,0,0,0,0,0,0,,,,,,,0,,,"Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.116 Safari/537.36",08/20/2016 1:53 AM,08/20/2016 1:48 AM,1.47168E+12,17033.36754,01/01/1970 4:43:53 AM,1.47168E+12,277505,,,,,
35746,de,1,analytic_test_2,0,1,0,,,5,,,,,1,,,3,5,4,6,4,0,0,0,0,0,0,0,0,0,1.583333333,1.258305739,0,6.322222222,0.333333333,1,4.75,,,,,,-6,0,first/missing,55,1,Germany,Celle,1,,,,,Austria,30,United Kingdom,,,,,20,0,0,0,0,English,German,,,,,,4,0,0,0,0,0,,,,,,,0,,,Mozilla/5.0 (Windows NT 6.3; WOW64; rv:48.0) Gecko/20100101 Firefox/48.0,08/20/2016 6:38 AM,08/20/2016 6:31 AM,1.4717E+12,17033.56043,01/01/1970 4:43:54 AM,1.4717E+12,393318,,,,,
35747,en,1,analytic_test_2,0,1,0,2,4,4,5,5,0,1,0,1,1,2,6,6,7,7,0,0,0,0,0,1,0,1,2,5.666666667,2.380476143,0,10.9,0.666666667,1,6.5,,,,,,-10,0,first/missing,15,0,United Kingdom,Chatteris,0,United Kingdom,United Kingdom,professional school,,United Kingdom,15,,,,,,0,0,0,0,0,English,,,,,,,0,0,0,0,0,0,,,,,,,0,,,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.116 Safari/537.36",08/20/2016 10:05 AM,08/20/2016 9:56 AM,1.47171E+12,17033.70703,01/01/1970 4:43:54 AM,1.47171E+12,468022,,,,,
35748,en,1,analytic_test_2,0,1,0,4,4,4,3,5,1,1,0,0,1,5,3,4,3,3,0,0,0,0,0,0,0,0,0,0.916666667,0.957427108,0,2.9,0.333333333,1,3.25,,,,,,0,0,first/missing,23,1,United Kingdom,Eastbourne,0,United Kingdom,United Kingdom,college,,United Kingdom,23,,,,,,0,0,0,0,0,English,,,,,,,0,0,0,0,0,0,,,,,,,0,,,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.116 Safari/537.36",08/20/2016 1:24 PM,08/20/2016 1:18 PM,1.47172E+12,17033.84706,01/01/1970 4:43:54 AM,1.47172E+12,288290,,,,,
35749,en,1,analytic_test_2,0,1,0,4,4,4,4,5,1,1,0,0,1,4,4,2,4,2,0,0,0,0,0,0,0,0,0,1.333333333,1.154700538,0,2.844444444,1.333333333,0,3,,,,,,-1,0,first/missing,49,1,Canada,Gold Bridge,0,Canada,Canada,college,,Canada,49,,,,,,0,0,0,0,0,English,,,,,,,0,0,0,0,0,0,,,,,,,0,,,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:48.0) Gecko/20100101 Firefox/48.0,08/20/2016 6:05 PM,08/20/2016 5:57 PM,1.47174E+12,17034.04055,01/01/1970 4:43:54 AM,1.47174E+12,415296,,,,,
35751,en,1,analytic_test_2,0,1,0,2,2,5,5,5,0,0,1,1,1,2,6,4,4,2,0,0,0,0,0,0,0,0,0,1.333333333,1.154700538,0,5.155555556,2.666666667,0,4,,,,,,7,0,first/missing,21,1,Singapore,Singapore,1,Singapore,Singapore,college,,Singapore,6,Singapore,China,,,,10,5,0,0,0,English,,,,,,,0,0,0,0,0,0,,,,,,,0,,,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.79 Safari/537.36",08/20/2016 11:59 PM,08/20/2016 11:56 PM,1.47176E+12,17034.28922,01/01/1970 4:43:54 AM,1.47176E+12,181331,,,,,
35752,en,1,analytic_test_2,0,1,0,4,4,4,4,4,1,1,0,0,0,2,6,7,6,5,0,0,0,1,0,0,0,0,1,4.666666667,2.160246899,0,9.388888889,0,1,6,,,,,,11,0,first/missing,33,1,United States,Austin,0,United States,United States,college,,United States,33,,,,,,0,0,0,0,0,English,,,,,,,0,0,0,0,0,0,,,,,,,0,,,"Mozilla/5.0 (iPad; CPU OS 9_3_4 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Version/9.0 Mobile/13G35 Safari/601.1",08/21/2016 1:31 AM,08/21/2016 1:24 AM,1.47177E+12,17034.35088,01/01/1970 4:43:54 AM,1.47177E+12,364899,,,,,
35753,en,1,analytic_test_2,0,1,0,1,1,5,3,5,0,0,1,0,1,1,7,4,4,4,1,0,0,0,0,0,0,0,1,2.25,1.5,0,6.444444444,3,0,4.75,,,,,,4,0,first/missing,32,1,Spain,Jerez de la Frontera,1,,,,,Spain,3,Spain,Italy,United Kingdom,,,17,1,3,0,0,Spanish,,,,,,,0,0,0,0,0,0,,,,,,,0,,,"Mozilla/5.0 (iPad; CPU OS 9_3_4 like Mac OS X) AppleWebKit/601.1 (KHTML, like Gecko) CriOS/52.0.2743.84 Mobile/13G35 Safari/601.1.46",08/21/2016 4:20 AM,08/21/2016 4:11 AM,1.47178E+12,17034.46663,01/01/1970 4:43:54 AM,1.47178E+12,535748,,,,,
35754,en,1,analytic_test_2,0,1,0,2,5,4,1,4,0,1,0,0,0,6,2,5,6,6,0,0,0,0,0,0,0,0,0,0.25,0.5,0,7.211111111,3.666666667,0,4.75,,,,,,4,0,first/missing,17,0,Nepal,Kathmandu,0,Nepal,Nepal,college,,Nepal,17,,,,,,0,0,0,0,0,Norwegian,English,,,,,,2,0,0,0,0,0,,,,,,,0,,,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.116 Safari/537.36",08/21/2016 5:19 AM,08/21/2016 4:50 AM,1.47178E+12,17034.50859,01/01/1970 4:43:55 AM,1.47178E+12,415212,,,,,
35756,en,1,analytic_test_2,0,1,0,5,5,5,3,5,1,1,1,0,1,4,4,3,4,3,0,0,0,0,0,0,0,0,0,0.333333333,0.577350269,0,3.377777778,0.666666667,1,3.5,,,,,,6,0,first/missing,16,0,Vietnam,Hanoi,0,,,,,Viet Nam,16,,,,,,0,0,0,0,0,Vietnamese,,,,,,,0,0,0,0,0,0,,,,,,,0,,,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.116 Safari/537.36",08/21/2016 5:35 AM,08/21/2016 5:30 AM,1.47178E+12,17034.52135,01/01/1970 4:43:55 AM,1.47178E+12,292907,,,,,
